"Year","Country","Events","Kills","Wounds","WoundsLog"
1970,"Argentina",21,NA,NA,NA
1970,"Australia",1,0,0,0
1970,"Belgium",1,0,0,0
1970,"Bolivia",1,0,0,0
1970,"Brazil",6,2,1,0.693147180559945
1970,"Canada",2,1,0,0
1970,"Colombia",1,NA,NA,NA
1970,"Dominican Republic",2,1,0,0
1970,"East Germany (GDR)",12,NA,NA,NA
1970,"Egypt",1,0,2,1.09861228866811
1970,"Ethiopia",3,1,0,0
1970,"Great Britain",2,0,0,0
1970,"Greece",3,NA,NA,NA
1970,"Guatemala",4,NA,NA,NA
1970,"Iran",5,NA,NA,NA
1970,"Ireland",1,1,NA,NA
1970,"Israel",1,1,0,0
1970,"Italy",3,0,0,0
1970,"Japan",2,NA,NA,NA
1970,"Jordan",9,NA,NA,NA
1970,"Lebanon",1,0,0,0
1970,"Mexico",2,0,0,0
1970,"Netherlands",2,NA,NA,NA
1970,"Nicaragua",1,0,0,0
1970,"Northern Ireland",10,20,NA,NA
1970,"Pakistan",1,1,0,0
1970,"Paraguay",1,1,1,0.693147180559945
1970,"Philippines",10,41,13,2.63905732961526
1970,"Puerto Rico",18,2,1,0.693147180559945
1970,"Spain",4,NA,NA,NA
1970,"Switzerland",3,NA,NA,NA
1970,"Turkey",12,NA,NA,NA
1970,"United States",450,NA,NA,NA
1970,"Uruguay",33,NA,NA,NA
1970,"Venezuela",2,0,0,0
1970,"West Germany (FRG)",20,NA,NA,NA
1971,"Argentina",7,NA,NA,NA
1971,"Australia",1,0,0,0
1971,"Bolivia",2,NA,NA,NA
1971,"Brazil",3,0,0,0
1971,"Cambodia",2,2,10,2.39789527279837
1971,"Costa Rica",1,NA,NA,NA
1971,"Dominican Republic",3,0,0,0
1971,"East Germany (GDR)",4,NA,NA,NA
1971,"Egypt",1,1,0,0
1971,"Ethiopia",1,0,0,0
1971,"Great Britain",2,0,1,0.693147180559945
1971,"Greece",1,0,0,0
1971,"Guatemala",1,NA,NA,NA
1971,"Iran",11,NA,NA,NA
1971,"Ireland",1,1,NA,NA
1971,"Israel",1,1,11,2.484906649788
1971,"Italy",3,NA,NA,NA
1971,"Jordan",5,NA,NA,NA
1971,"Lebanon",1,NA,NA,NA
1971,"Netherlands",1,0,0,0
1971,"Northern Ireland",79,110,NA,NA
1971,"Philippines",4,NA,NA,NA
1971,"Puerto Rico",10,3,0,0
1971,"South Yemen",1,0,0,0
1971,"Spain",22,NA,NA,NA
1971,"Sweden",2,1,2,1.09861228866811
1971,"Switzerland",1,0,3,1.38629436111989
1971,"Taiwan",1,25,NA,NA
1971,"Turkey",35,NA,NA,NA
1971,"United States",237,NA,NA,NA
1971,"Uruguay",8,NA,NA,NA
1971,"Venezuela",4,0,0,0
1971,"West Germany (FRG)",13,NA,NA,NA
1971,"Zambia",1,1,0,0
1972,"Algeria",1,0,0,0
1972,"Argentina",15,NA,NA,NA
1972,"Australia",2,1,0,0
1972,"Austria",2,NA,NA,NA
1972,"Belgium",1,0,1,0.693147180559945
1972,"Brazil",1,0,1,0.693147180559945
1972,"Cambodia",1,1,0,0
1972,"Canada",4,NA,NA,NA
1972,"Colombia",2,1,0,0
1972,"Czechoslovakia",1,26,0,0
1972,"Egypt",1,0,0,0
1972,"El Salvador",2,0,0,0
1972,"France",9,1,0,0
1972,"Great Britain",4,15,NA,NA
1972,"Greece",2,0,0,0
1972,"India",1,0,0,0
1972,"Iran",15,NA,NA,NA
1972,"Ireland",5,6,NA,NA
1972,"Israel",1,26,72,4.29045944114839
1972,"Italy",4,1,4,1.6094379124341
1972,"Jordan",3,2,0,0
1972,"Kuwait",1,0,0,0
1972,"Lebanon",3,0,0,0
1972,"Mexico",1,0,0,0
1972,"Netherlands",1,0,0,0
1972,"Northern Ireland",279,353,NA,NA
1972,"Panama",1,0,0,0
1972,"Philippines",7,NA,NA,NA
1972,"Puerto Rico",4,0,0,0
1972,"South Vietnam",1,81,0,0
1972,"Spain",19,NA,NA,NA
1972,"Sweden",3,NA,NA,NA
1972,"Thailand",1,0,0,0
1972,"Turkey",9,NA,NA,NA
1972,"United States",60,10,35,3.58351893845611
1972,"Uruguay",1,0,0,0
1972,"Venezuela",1,NA,NA,NA
1972,"West Bank and Gaza Strip",1,1,3,1.38629436111989
1972,"West Germany (FRG)",24,NA,NA,NA
1973,"Afghanistan",1,0,1,0.693147180559945
1973,"Argentina",60,NA,NA,NA
1973,"Austria",2,0,0,0
1973,"Belgium",1,0,0,0
1973,"Brazil",2,0,15,2.77258872223978
1973,"Chile",7,NA,NA,NA
1973,"Colombia",6,NA,NA,NA
1973,"Congo (Kinshasa)",1,0,2,1.09861228866811
1973,"Cyprus",3,1,1,0.693147180559945
1973,"Dominican Republic",3,0,0,0
1973,"Ecuador",1,0,0,0
1973,"El Salvador",1,0,0,0
1973,"Ethiopia",1,0,0,0
1973,"France",14,NA,NA,NA
1973,"Great Britain",14,NA,NA,NA
1973,"Greece",11,5,55,4.02535169073515
1973,"Haiti",1,0,0,0
1973,"Honduras",1,NA,NA,NA
1973,"Iran",4,NA,NA,NA
1973,"Ireland",3,4,NA,NA
1973,"Israel",1,2,18,2.94443897916644
1973,"Italy",15,62,NA,NA
1973,"Japan",2,0,0,0
1973,"Jordan",1,NA,NA,NA
1973,"Lebanon",11,NA,NA,NA
1973,"Malaysia",1,0,8,2.19722457733622
1973,"Mexico",6,NA,NA,NA
1973,"Morocco",2,0,0,0
1973,"Myanmar",1,0,0,0
1973,"Netherlands",1,1,1,0.693147180559945
1973,"New Zealand",1,0,0,0
1973,"Northern Ireland",175,205,NA,NA
1973,"Peru",3,0,0,0
1973,"Portugal",1,0,1,0.693147180559945
1973,"Puerto Rico",4,0,0,0
1973,"Spain",21,NA,NA,NA
1973,"Sudan",1,3,NA,NA
1973,"Switzerland",2,NA,NA,NA
1973,"United States",54,45,33,3.52636052461616
1973,"Venezuela",4,NA,NA,NA
1973,"West Germany (FRG)",27,NA,NA,NA
1973,"Yugoslavia",1,1,7,2.07944154167984
1973,"Zambia",1,2,0,0
1974,"Andorra",1,NA,NA,NA
1974,"Argentina",71,NA,NA,NA
1974,"Australia",1,0,0,0
1974,"Austria",1,0,0,0
1974,"Belgium",5,0,1,0.693147180559945
1974,"Bolivia",1,0,0,0
1974,"Botswana",1,1,0,0
1974,"Canada",1,0,0,0
1974,"Chad",1,0,0,0
1974,"Corsica",1,0,0,0
1974,"Dominican Republic",2,0,0,0
1974,"East Germany (GDR)",1,1,0,0
1974,"Ecuador",3,0,2,1.09861228866811
1974,"El Salvador",3,NA,3,1.38629436111989
1974,"Ethiopia",4,NA,NA,NA
1974,"France",28,NA,NA,NA
1974,"Great Britain",39,NA,NA,NA
1974,"Greece",6,92,0,0
1974,"Guatemala",1,0,0,0
1974,"Haiti",2,0,0,0
1974,"Iran",11,NA,NA,NA
1974,"Ireland",3,34,NA,NA
1974,"Israel",12,78,NA,NA
1974,"Italy",22,NA,NA,NA
1974,"Jamaica",2,0,0,0
1974,"Japan",3,0,7,2.07944154167984
1974,"Kuwait",1,0,0,0
1974,"Lebanon",11,NA,10,2.39789527279837
1974,"Mexico",16,NA,NA,NA
1974,"Netherlands",2,1,NA,NA
1974,"Nicaragua",1,0,0,0
1974,"North Yemen",1,0,1,0.693147180559945
1974,"Northern Ireland",163,188,NA,NA
1974,"Pakistan",2,0,2,1.09861228866811
1974,"Peru",3,NA,15,2.77258872223978
1974,"Philippines",1,3,0,0
1974,"Puerto Rico",19,NA,NA,NA
1974,"Singapore",1,0,0,0
1974,"South Africa",1,0,1,0.693147180559945
1974,"South Korea",1,1,0,0
1974,"Spain",14,NA,NA,NA
1974,"Switzerland",3,NA,NA,NA
1974,"Syria",4,1,9,2.30258509299405
1974,"Thailand",1,2,0,0
1974,"Turkey",1,0,1,0.693147180559945
1974,"United Arab Emirates",1,1,2,1.09861228866811
1974,"United States",75,NA,NA,NA
1974,"Venezuela",3,0,0,0
1974,"West Germany (FRG)",28,NA,NA,NA
1974,"Yugoslavia",1,0,0,0
1975,"Argentina",38,NA,NA,NA
1975,"Austria",2,4,11,2.484906649788
1975,"Colombia",10,NA,NA,NA
1975,"Corsica",1,0,0,0
1975,"Cyprus",2,0,1,0.693147180559945
1975,"El Salvador",3,2,NA,NA
1975,"Ethiopia",4,0,0,0
1975,"France",38,NA,NA,NA
1975,"Great Britain",30,NA,NA,NA
1975,"Greece",4,NA,NA,NA
1975,"Guatemala",5,23,1,0.693147180559945
1975,"India",1,4,0,0
1975,"Iran",13,NA,NA,NA
1975,"Iraq",1,0,1,0.693147180559945
1975,"Ireland",7,7,NA,NA
1975,"Israel",2,24,NA,NA
1975,"Italy",7,0,0,0
1975,"Japan",12,NA,NA,NA
1975,"Kenya",4,27,100,4.61512051684126
1975,"Kuwait",1,0,0,0
1975,"Lebanon",15,NA,NA,NA
1975,"Malaysia",3,NA,NA,NA
1975,"Mexico",10,32,NA,NA
1975,"Netherlands",4,NA,NA,NA
1975,"Nicaragua",1,11,NA,NA
1975,"Northern Ireland",165,229,NA,NA
1975,"Pakistan",2,NA,NA,NA
1975,"Peru",2,0,0,0
1975,"Philippines",4,NA,NA,NA
1975,"Portugal",4,0,0,0
1975,"Puerto Rico",8,2,NA,NA
1975,"Somalia",1,0,0,0
1975,"South Africa",1,1,0,0
1975,"Spain",136,NA,NA,NA
1975,"Sri Lanka",1,1,0,0
1975,"Sweden",1,3,13,2.63905732961526
1975,"Switzerland",3,0,0,0
1975,"Syria",2,0,0,0
1975,"Tanzania",1,0,0,0
1975,"Turkey",10,NA,NA,NA
1975,"United States",141,NA,NA,NA
1975,"Venezuela",5,0,0,0
1975,"West Germany (FRG)",35,NA,NA,NA
1975,"Zambia",1,1,0,0
1976,"Algeria",1,NA,NA,NA
1976,"Argentina",54,NA,NA,NA
1976,"Austria",4,NA,NA,NA
1976,"Bahamas",1,0,0,0
1976,"Barbados",2,73,0,0
1976,"Belgium",1,0,0,0
1976,"Bolivia",1,0,0,0
1976,"Brazil",5,NA,NA,NA
1976,"Chile",2,0,1,0.693147180559945
1976,"Colombia",22,NA,NA,NA
1976,"Corsica",2,0,0,0
1976,"Costa Rica",12,NA,NA,NA
1976,"Ecuador",2,1,1,0.693147180559945
1976,"El Salvador",13,NA,NA,NA
1976,"Ethiopia",5,0,0,0
1976,"France",56,NA,NA,NA
1976,"Great Britain",5,3,NA,NA
1976,"Greece",21,NA,NA,NA
1976,"Guatemala",13,NA,NA,NA
1976,"India",1,0,0,0
1976,"Iran",4,5,0,0
1976,"Iraq",3,12,285,5.65599181081985
1976,"Ireland",5,NA,NA,NA
1976,"Israel",2,1,39,3.68887945411394
1976,"Italy",174,NA,NA,NA
1976,"Jamaica",1,0,0,0
1976,"Japan",1,2,0,0
1976,"Jordan",1,9,5,1.79175946922805
1976,"Kenya",2,0,0,0
1976,"Kuwait",1,0,0,0
1976,"Lebanon",4,NA,NA,NA
1976,"Mexico",20,NA,NA,NA
1976,"Morocco",1,NA,NA,NA
1976,"Myanmar",2,NA,NA,NA
1976,"Namibia",2,3,0,0
1976,"Netherlands",3,0,0,0
1976,"Northern Ireland",189,261,NA,NA
1976,"Pakistan",3,1,3,1.38629436111989
1976,"Panama",2,0,0,0
1976,"Paraguay",1,1,0,0
1976,"Philippines",10,NA,NA,NA
1976,"Portugal",15,NA,NA,NA
1976,"Puerto Rico",1,NA,NA,NA
1976,"South Africa",1,2,0,0
1976,"Spain",50,NA,NA,NA
1976,"Switzerland",4,NA,NA,NA
1976,"Syria",2,5,35,3.58351893845611
1976,"Taiwan",1,0,1,0.693147180559945
1976,"Trinidad and Tobago",1,NA,3,1.38629436111989
1976,"Turkey",35,NA,NA,NA
1976,"United States",104,NA,NA,NA
1976,"Venezuela",4,NA,NA,NA
1976,"West Bank and Gaza Strip",1,2,0,0
1976,"West Germany (FRG)",50,NA,NA,NA
1977,"Angola",1,NA,NA,NA
1977,"Argentina",17,NA,NA,NA
1977,"Austria",5,NA,NA,NA
1977,"Bangladesh",1,0,1,0.693147180559945
1977,"Belgium",1,0,0,0
1977,"Bolivia",1,0,0,0
1977,"Brazil",1,0,1,0.693147180559945
1977,"Chile",6,NA,0,0
1977,"Colombia",80,NA,NA,NA
1977,"Congo (Brazzaville)",2,NA,NA,NA
1977,"Congo (Kinshasa)",1,1,0,0
1977,"Corsica",3,NA,NA,NA
1977,"Costa Rica",5,0,0,0
1977,"Cyprus",1,0,0,0
1977,"Djibouti",1,1,1,0.693147180559945
1977,"East Germany (GDR)",1,0,0,0
1977,"Ecuador",7,NA,NA,NA
1977,"Egypt",1,1,0,0
1977,"El Salvador",6,NA,NA,NA
1977,"Ethiopia",4,5,NA,NA
1977,"France",50,NA,NA,NA
1977,"Great Britain",7,NA,NA,NA
1977,"Greece",47,NA,NA,NA
1977,"Guatemala",8,NA,NA,NA
1977,"India",1,0,0,0
1977,"Indonesia",1,1,1,0.693147180559945
1977,"Iran",5,NA,NA,NA
1977,"Ireland",3,2,NA,NA
1977,"Israel",6,5,24,3.2188758248682
1977,"Italy",308,NA,NA,NA
1977,"Japan",4,NA,NA,NA
1977,"Lebanon",4,3,1,0.693147180559945
1977,"Malaysia",2,100,1,0.693147180559945
1977,"Malta",1,1,0,0
1977,"Mauritania",4,NA,NA,NA
1977,"Mexico",19,NA,NA,NA
1977,"Netherlands",6,9,1,0.693147180559945
1977,"Nicaragua",5,NA,NA,NA
1977,"North Yemen",1,1,0,0
1977,"Northern Ireland",133,100,NA,NA
1977,"Peru",4,NA,NA,NA
1977,"Philippines",2,NA,NA,NA
1977,"Portugal",15,NA,NA,NA
1977,"Puerto Rico",8,0,1,0.693147180559945
1977,"Saudi Arabia",1,NA,NA,NA
1977,"South Africa",15,NA,NA,NA
1977,"Spain",147,NA,NA,NA
1977,"Switzerland",4,NA,NA,NA
1977,"Syria",3,NA,NA,NA
1977,"Thailand",3,1,70,4.26267987704132
1977,"Turkey",189,NA,NA,NA
1977,"United Arab Emirates",1,1,0,0
1977,"United States",121,NA,NA,NA
1977,"Venezuela",3,1,0,0
1977,"West Germany (FRG)",40,NA,NA,NA
1977,"Yugoslavia",1,1,7,2.07944154167984
1977,"Zambia",1,1,0,0
1978,"Algeria",1,0,1,0.693147180559945
1978,"Angola",2,0,40,3.71357206670431
1978,"Argentina",25,NA,NA,NA
1978,"Australia",2,2,9,2.30258509299405
1978,"Austria",1,NA,NA,NA
1978,"Belgium",8,NA,NA,NA
1978,"Bolivia",3,0,0,0
1978,"Brazil",5,NA,NA,NA
1978,"Cambodia",1,1,0,0
1978,"Chile",8,0,2,1.09861228866811
1978,"Colombia",158,NA,NA,NA
1978,"Corsica",24,NA,NA,NA
1978,"Costa Rica",2,0,0,0
1978,"Cyprus",2,NA,NA,NA
1978,"Denmark",1,0,0,0
1978,"Dominican Republic",1,3,NA,NA
1978,"East Germany (GDR)",1,0,1,0.693147180559945
1978,"Ecuador",11,NA,9,2.30258509299405
1978,"Egypt",2,2,NA,NA
1978,"El Salvador",91,NA,NA,NA
1978,"Ethiopia",2,25,NA,NA
1978,"France",35,NA,NA,NA
1978,"Great Britain",19,NA,NA,NA
1978,"Greece",39,0,4,1.6094379124341
1978,"Guatemala",29,NA,NA,NA
1978,"Guyana",1,5,0,0
1978,"Indonesia",2,NA,NA,NA
1978,"Iran",27,NA,NA,NA
1978,"Ireland",3,1,NA,NA
1978,"Israel",23,NA,NA,NA
1978,"Italy",277,NA,NA,NA
1978,"Japan",35,NA,NA,NA
1978,"Kenya",1,4,0,0
1978,"Kuwait",1,1,0,0
1978,"Lebanon",12,NA,173,5.15905529921453
1978,"Mexico",30,NA,NA,NA
1978,"Morocco",1,10,NA,NA
1978,"Mozambique",2,2,6,1.94591014905531
1978,"Namibia",7,NA,NA,NA
1978,"Netherlands",3,1,16,2.83321334405622
1978,"Nicaragua",76,NA,NA,NA
1978,"North Yemen",2,1,0,0
1978,"Northern Ireland",81,NA,NA,NA
1978,"Pakistan",2,5,NA,NA
1978,"Peru",4,NA,NA,NA
1978,"Philippines",36,NA,NA,NA
1978,"Portugal",4,NA,NA,NA
1978,"Puerto Rico",31,NA,NA,NA
1978,"Rhodesia",19,NA,NA,NA
1978,"South Africa",10,NA,NA,NA
1978,"Soviet Union",1,4,0,0
1978,"Spain",209,NA,NA,NA
1978,"Sweden",1,0,0,0
1978,"Switzerland",3,NA,NA,NA
1978,"Syria",1,NA,NA,NA
1978,"Thailand",5,29,25,3.25809653802148
1978,"Turkey",52,NA,NA,NA
1978,"United Arab Emirates",1,5,0,0
1978,"United States",56,NA,NA,NA
1978,"Venezuela",7,NA,NA,NA
1978,"West Bank and Gaza Strip",4,6,NA,NA
1978,"West Germany (FRG)",19,NA,NA,NA
1978,"Western Sahara",1,0,0,0
1978,"Zambia",3,NA,NA,NA
1979,"Afghanistan",3,53,1,0.693147180559945
1979,"Algeria",1,NA,NA,NA
1979,"Angola",3,NA,NA,NA
1979,"Argentina",16,NA,NA,NA
1979,"Australia",2,0,9,2.30258509299405
1979,"Austria",5,0,6,1.94591014905531
1979,"Bahrain",1,0,0,0
1979,"Bangladesh",1,0,0,0
1979,"Belgium",8,1,42,3.76120011569356
1979,"Bolivia",14,NA,NA,NA
1979,"Brazil",6,4,NA,NA
1979,"Chile",49,NA,NA,NA
1979,"Colombia",140,NA,NA,NA
1979,"Corsica",87,NA,NA,NA
1979,"Costa Rica",2,3,0,0
1979,"Cyprus",5,2,0,0
1979,"Denmark",3,0,2,1.09861228866811
1979,"Djibouti",1,4,3,1.38629436111989
1979,"Dominican Republic",2,1,1,0.693147180559945
1979,"Ecuador",2,0,0,0
1979,"Egypt",1,1,4,1.6094379124341
1979,"El Salvador",326,NA,NA,NA
1979,"Ethiopia",4,NA,NA,NA
1979,"France",125,NA,NA,NA
1979,"Gabon",1,2,0,0
1979,"Great Britain",29,NA,NA,NA
1979,"Greece",9,NA,NA,NA
1979,"Guatemala",60,NA,NA,NA
1979,"Guyana",2,1,0,0
1979,"Honduras",6,1,12,2.56494935746154
1979,"India",20,NA,NA,NA
1979,"Iran",82,NA,NA,NA
1979,"Iraq",2,NA,NA,NA
1979,"Ireland",8,9,NA,NA
1979,"Israel",130,NA,NA,NA
1979,"Italy",209,NA,NA,NA
1979,"Jamaica",2,4,0,0
1979,"Japan",16,NA,NA,NA
1979,"Lebanon",38,NA,NA,NA
1979,"Lesotho",2,0,0,0
1979,"Libya",3,0,1,0.693147180559945
1979,"Malaysia",1,5,NA,NA
1979,"Mexico",10,NA,NA,NA
1979,"Morocco",2,0,34,3.55534806148941
1979,"Mozambique",5,NA,NA,NA
1979,"Myanmar",19,86,175,5.17048399503815
1979,"Namibia",31,NA,NA,NA
1979,"Netherlands",3,3,0,0
1979,"Nicaragua",206,NA,NA,NA
1979,"Northern Ireland",209,NA,NA,NA
1979,"Norway",1,0,0,0
1979,"Pakistan",7,NA,NA,NA
1979,"Panama",4,1,1,0.693147180559945
1979,"Peru",3,NA,NA,NA
1979,"Philippines",50,NA,NA,NA
1979,"Poland",1,0,5,1.79175946922805
1979,"Portugal",15,3,6,1.94591014905531
1979,"Puerto Rico",19,4,10,2.39789527279837
1979,"Rhodesia",51,NA,NA,NA
1979,"Saudi Arabia",1,5,10,2.39789527279837
1979,"South Africa",16,NA,NA,NA
1979,"Spain",279,NA,NA,NA
1979,"Sri Lanka",3,2,1,0.693147180559945
1979,"Sweden",1,1,0,0
1979,"Switzerland",6,1,5,1.79175946922805
1979,"Syria",28,NA,NA,NA
1979,"Tanzania",1,1,0,0
1979,"Thailand",16,62,49,3.91202300542815
1979,"Trinidad and Tobago",1,0,0,0
1979,"Tunisia",1,0,0,0
1979,"Turkey",141,NA,NA,NA
1979,"Uganda",8,13,3,1.38629436111989
1979,"United Arab Emirates",2,NA,NA,NA
1979,"United States",50,NA,NA,NA
1979,"Venezuela",4,NA,NA,NA
1979,"West Bank and Gaza Strip",22,NA,NA,NA
1979,"West Germany (FRG)",17,NA,NA,NA
1979,"Zambia",1,0,0,0
1980,"Argentina",6,0,1,0.693147180559945
1980,"Australia",6,NA,NA,NA
1980,"Austria",2,0,8,2.19722457733622
1980,"Bahrain",1,0,0,0
1980,"Bangladesh",1,6,80,4.39444915467244
1980,"Belgium",8,NA,NA,NA
1980,"Belize",1,0,0,0
1980,"Bolivia",35,NA,NA,NA
1980,"Brazil",19,NA,NA,NA
1980,"Canada",3,0,0,0
1980,"Chile",41,NA,NA,NA
1980,"Colombia",141,NA,NA,NA
1980,"Corsica",21,NA,NA,NA
1980,"Costa Rica",3,0,1,0.693147180559945
1980,"Cyprus",1,3,0,0
1980,"Denmark",1,NA,NA,NA
1980,"Dominican Republic",1,1,2,1.09861228866811
1980,"Ecuador",2,2,6,1.94591014905531
1980,"Egypt",5,1,10,2.39789527279837
1980,"El Salvador",710,NA,NA,NA
1980,"France",73,NA,NA,NA
1980,"Great Britain",18,41,33,3.52636052461616
1980,"Greece",15,NA,NA,NA
1980,"Grenada",4,9,20,3.04452243772342
1980,"Guadeloupe",9,1,2,1.09861228866811
1980,"Guatemala",281,NA,NA,NA
1980,"Guinea",2,1,1,0.693147180559945
1980,"Guyana",1,1,1,0.693147180559945
1980,"Honduras",16,NA,NA,NA
1980,"Hong Kong",1,0,2,1.09861228866811
1980,"India",10,17,13,2.63905732961526
1980,"Iran",67,NA,NA,NA
1980,"Iraq",6,8,NA,NA
1980,"Ireland",7,12,NA,NA
1980,"Israel",79,NA,NA,NA
1980,"Italy",110,NA,NA,NA
1980,"Jamaica",6,11,NA,NA
1980,"Jordan",1,1,0,0
1980,"Kenya",1,15,85,4.45434729625351
1980,"Kuwait",4,0,0,0
1980,"Lebanon",86,NA,NA,NA
1980,"Libya",2,0,0,0
1980,"Mexico",5,NA,NA,NA
1980,"Myanmar",1,6,8,2.19722457733622
1980,"Namibia",2,2,3,1.38629436111989
1980,"Netherlands",1,0,0,0
1980,"New Hebrides",1,0,0,0
1980,"Nicaragua",35,NA,NA,NA
1980,"Nigeria",1,NA,NA,NA
1980,"Northern Ireland",117,NA,NA,NA
1980,"Pakistan",1,17,18,2.94443897916644
1980,"Panama",4,0,0,0
1980,"Paraguay",2,3,0,0
1980,"Peru",64,NA,NA,NA
1980,"Philippines",60,NA,NA,NA
1980,"Portugal",8,NA,NA,NA
1980,"Puerto Rico",15,NA,NA,NA
1980,"Rhodesia",13,NA,NA,NA
1980,"Senegal",1,0,0,0
1980,"Somalia",1,1,0,0
1980,"South Africa",23,NA,NA,NA
1980,"Spain",187,NA,NA,NA
1980,"Switzerland",7,0,3,1.38629436111989
1980,"Syria",33,NA,NA,NA
1980,"Thailand",26,NA,NA,NA
1980,"Tunisia",1,41,100,4.61512051684126
1980,"Turkey",95,NA,NA,NA
1980,"United Arab Emirates",1,1,15,2.77258872223978
1980,"United States",52,NA,NA,NA
1980,"Venezuela",8,3,13,2.63905732961526
1980,"West Bank and Gaza Strip",56,NA,NA,NA
1980,"West Germany (FRG)",20,NA,NA,NA
1980,"Yugoslavia",1,0,2,1.09861228866811
1980,"Zimbabwe",14,NA,NA,NA
1981,"Albania",1,0,0,0
1981,"Angola",1,3,0,0
1981,"Argentina",2,0,0,0
1981,"Australia",1,1,0,0
1981,"Austria",3,3,20,3.04452243772342
1981,"Bahamas",1,0,0,0
1981,"Bangladesh",1,6,2,1.09861228866811
1981,"Belgium",6,6,97,4.58496747867057
1981,"Bolivia",5,NA,NA,NA
1981,"Brazil",11,NA,NA,NA
1981,"Central African Republic",1,3,0,0
1981,"Chile",34,NA,NA,NA
1981,"Colombia",172,NA,NA,NA
1981,"Corsica",3,1,7,2.07944154167984
1981,"Costa Rica",10,NA,NA,NA
1981,"Cyprus",3,0,6,1.94591014905531
1981,"Denmark",6,NA,NA,NA
1981,"Dominica",2,NA,NA,NA
1981,"Ecuador",2,2,2,1.09861228866811
1981,"Egypt",9,67,89,4.49980967033027
1981,"El Salvador",664,NA,NA,NA
1981,"France",63,NA,NA,NA
1981,"Great Britain",21,5,47,3.87120101090789
1981,"Greece",20,3,74,4.31748811353631
1981,"Guadeloupe",1,0,NA,NA
1981,"Guatemala",399,NA,NA,NA
1981,"Guyana",1,1,0,0
1981,"Honduras",17,NA,NA,NA
1981,"Hong Kong",3,0,25,3.25809653802148
1981,"India",16,NA,NA,NA
1981,"Indonesia",1,4,0,0
1981,"Iran",108,NA,NA,NA
1981,"Iraq",3,NA,NA,NA
1981,"Ireland",4,2,NA,NA
1981,"Israel",36,NA,NA,NA
1981,"Italy",69,NA,NA,NA
1981,"Jamaica",1,5,0,0
1981,"Japan",1,0,0,0
1981,"Jordan",2,0,2,1.09861228866811
1981,"Kuwait",3,2,0,0
1981,"Lebanon",81,NA,NA,NA
1981,"Lesotho",4,0,NA,NA
1981,"Martinique",1,0,0,0
1981,"Mexico",3,0,6,1.94591014905531
1981,"Mozambique",3,NA,NA,NA
1981,"Netherlands",1,0,0,0
1981,"New Zealand",2,0,0,0
1981,"Nicaragua",47,NA,NA,NA
1981,"North Yemen",1,1,0,0
1981,"Northern Ireland",122,NA,NA,NA
1981,"Norway",1,0,0,0
1981,"Pakistan",4,NA,NA,NA
1981,"Panama",4,NA,NA,NA
1981,"Peru",149,NA,NA,NA
1981,"Philippines",31,NA,NA,NA
1981,"Poland",1,0,1,0.693147180559945
1981,"Portugal",10,NA,NA,NA
1981,"Puerto Rico",20,NA,NA,NA
1981,"Seychelles",2,0,0,0
1981,"Somalia",8,NA,NA,NA
1981,"South Africa",43,NA,NA,NA
1981,"Spain",107,NA,NA,NA
1981,"Sri Lanka",2,3,6,1.94591014905531
1981,"Sudan",1,2,3,1.38629436111989
1981,"Switzerland",13,NA,NA,NA
1981,"Syria",41,NA,NA,NA
1981,"Thailand",18,NA,NA,NA
1981,"Trinidad and Tobago",1,NA,NA,NA
1981,"Turkey",8,11,11,2.484906649788
1981,"Uganda",25,NA,NA,NA
1981,"United Arab Emirates",3,2,7,2.07944154167984
1981,"United States",53,NA,NA,NA
1981,"Vatican City",1,0,3,1.38629436111989
1981,"Venezuela",7,NA,NA,NA
1981,"West Bank and Gaza Strip",17,NA,NA,NA
1981,"West Germany (FRG)",31,NA,NA,NA
1981,"Yugoslavia",2,0,4,1.6094379124341
1981,"Zambia",1,0,0,0
1981,"Zimbabwe",9,13,0,0
1982,"Angola",2,2,0,0
1982,"Argentina",9,1,0,0
1982,"Australia",2,NA,NA,NA
1982,"Austria",11,NA,NA,NA
1982,"Bangladesh",1,0,4,1.6094379124341
1982,"Belgium",1,0,4,1.6094379124341
1982,"Bolivia",27,NA,NA,NA
1982,"Brazil",4,27,0,0
1982,"Bulgaria",2,2,0,0
1982,"Canada",5,NA,NA,NA
1982,"Chile",21,NA,NA,NA
1982,"Colombia",222,NA,NA,NA
1982,"Congo (Brazzaville)",1,15,0,0
1982,"Corsica",15,NA,NA,NA
1982,"Costa Rica",6,4,10,2.39789527279837
1982,"Cyprus",1,0,0,0
1982,"Dominican Republic",2,NA,NA,NA
1982,"East Germany (GDR)",1,0,0,0
1982,"Ecuador",3,1,1,0.693147180559945
1982,"Egypt",1,0,3,1.38629436111989
1982,"El Salvador",537,NA,NA,NA
1982,"France",47,NA,NA,NA
1982,"Great Britain",5,NA,NA,NA
1982,"Greece",19,2,0,0
1982,"Guatemala",354,NA,NA,NA
1982,"Honduras",34,NA,NA,NA
1982,"India",13,64,102,4.63472898822964
1982,"Iran",27,139,NA,NA
1982,"Iraq",5,NA,NA,NA
1982,"Ireland",4,2,NA,NA
1982,"Israel",71,NA,NA,NA
1982,"Italy",23,12,59,4.0943445622221
1982,"Japan",2,0,0,0
1982,"Jordan",1,0,6,1.94591014905531
1982,"Kuwait",1,0,1,0.693147180559945
1982,"Lebanon",121,NA,NA,NA
